V2,V7,V8,V9,V10,gid,project,psid,PID,K2,wave,gc,term,lang,hilow,incent,Q_Language,cguess,Q_TotalDuration,med,Q19_1,D1,D2,D3,Q1,Q2,Q8,Q5,Q6,Q7,Q9,Quiz.1.Correct,Quiz.2.Correct,Quiz.3.Correct,Quiz.4.Correct,Quiz.5.Correct,Quiz.6.Correct,Q10_1,Q12,Q18_1,Q13,Q14,Q15#1_1,Q15#1_2,Q15#1_3,Q15#1_4,Q15#1_5,Q15#1_6,Q15#1_7,Q15#1_8,Q15#1_9,Q15#1_10,Q15#1_11,Q15#1_12,Q15#1_13,Q15#1_14,Q15#1_15,Q16,Q22,Q23,Q24,Q27,Q29,Q28,Q31,Q29,Q30,Q32_1,Q32_2,Q32_3,Q32_4,DO-BR-FL_180,DO-BR-FL_169,DO-BR-FL_183,DO-BR-FL_23,DO-BR-FL_186,DO-BR-FL_31,DO-BR-FL_189,DO-BR-FL_47,DO-BR-FL_192,DO-BR-FL_43,DO-BR-FL_195,DO-BR-FL_39,DO-BR-FL_198,DO-BR-FL_35,DO-BR-FL_19,DO-BR-FL_8,DO-BR-FL_263,DO-BR-FL_254,DO-BR-FL_236,DO-BR-FL_227,DO-BR-FL_160,DO-BR-FL_150,DO-BR-FL_130,DO-BR-FL_120,DO-BR-FL_100,DO-BR-FL_89,DO-Q-Q15,LocationAccuracy
Default Response Set,0,07/08/2015 17:10,07/08/2015 17:15,1,AR200112,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,no,ES,Portugal,324,{Expresión no válida},1,1,4,7,1,Bethoven,Stefani Joanne Angelina,,,6,chicago,1,1,0,0,0,0,1,1,1,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,98,,Argentino,2,2,3,24000,2,6,2,2,1,1,2,,,,,,,,,FL_194,Coin flip|Quiz,,,,,FL_21,,,FL_258,,,,,,,,,2|4|1|3|7|8|6|10|5|9|12|11|14|13|15,-1
Default Response Set,0,07/08/2015 17:04,07/08/2015 17:15,1,DK200088,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,Portugal,708,{Invalid Expression},1,1,5,48,1,beethoven,stefani germanotta,dave grohl,1862,2,"gary, indiana",1,1,1,1,0,1,1,1,1,1,1,4,3,3,2,2,4,4,4,4,4,3,3,4,3,2,90,,danmark,3,2,1,,4,7,2,1,2,2,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_21,,FL_267,,,,,,,,,,5|11|10|12|14|6|13|7|9|1|4|8|2|3|15,-1
Default Response Set,0,07/08/2015 17:08,07/08/2015 17:16,1,ZA200046,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Argentina,458,{Invalid Expression},1,2,3,160,1,beethoven,stephanie,date grohl,1650,6,"Los Angeles,  california",1,1,1,0,0,0,1,1,1,1,2,4,4,2,2,2,4,4,3,2,4,2,2,4,2,3,80,,South african,2,1,1,24000,3,7,2,2,2,1,1,,,,,,,,,,,,,FL_199,Coin flip|Quiz,FL_21,FL_13,,,,,,,,,,,8|15|7|14|4|2|3|5|9|12|11|10|1|13|6,-1
Default Response Set,0,07/08/2015 17:07,07/08/2015 17:16,1,ZA200047,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,India,545,{Invalid Expression},1,1,3,160,1,,,,,4,,0,0,0,0,0,0,1,1,1,1,1,4,3,3,2,3,4,4,3,4,3,3,3,4,2,4,99,,south African,2,2,1,35000,1,8,1,2,2,1,2,,,,,,,,,,,,,FL_200,Quiz|Coin flip,FL_21,FL_10,,,,,,,,,,,7|8|5|12|6|1|10|13|11|2|4|9|3|15|14,-1
Default Response Set,0,07/08/2015 17:01,07/08/2015 17:16,1,DK200083,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,Republikken Korea,891,{Invalid Expression},1,2,6,48,1,Beethoven,vides ikke,vides ikke,omkring 1860,vides ikke,Indiana,1,0,0,0,0,0,1,1,1,1,2,4,4,4,1,2,4,5,4,4,4,4,4,4,4,4,100,,dansk,3,2,3,13,3,7,2,2,2,2,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_21,,FL_265,,,,,,,,,,13|2|7|14|15|8|6|1|12|10|5|9|3|11|4,-1
Default Response Set,0,07/08/2015 17:07,07/08/2015 17:16,1,IN200084,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Portugal,586,{Invalid Expression},1,1,5,78,1,,,,,,,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,3,4,2,4,3,4,4,4,4,3,4,50,,Indain,2,2,3,25000,2,7,1,2,2,1,2,FL_181,Quiz|Coin flip,,,,,,,,,,,,,FL_21,FL_12,,,,,,,,,,,6|13|15|3|4|14|8|7|11|12|1|10|2|9|5,-1
Default Response Set,0,07/08/2015 17:04,07/08/2015 17:17,1,IN200077,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,India,745,{Invalid Expression},1,1,2,78,1,Ludwig van beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,Three,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,2,4,1,4,4,1,1,39,,India,1,2,2,50000,1,7,1,1,2,1,1,FL_181,Quiz|Coin flip,,,,,,,,,,,,,FL_21,FL_10,,,,,,,,,,,5|9|7|1|13|8|14|3|6|11|12|15|2|10|4,-1
Default Response Set,0,07/08/2015 17:06,07/08/2015 17:17,1,IN200083,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,United Kingdom of Great Britain and Northern Ireland,659,{Invalid Expression},1,1,2,78,1,Ludvig Van Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,three,"Gary,Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,4,4,4,4,4,4,4,4,2,1,90,1,India,2,1,1,50000,3,7,2,2,1,2,1,FL_182,Quiz|Coin flip,,,,,,,,,,,,,FL_20,FL_9,,,,,,,,,,,4|12|11|9|6|14|1|15|10|13|2|8|7|3|5,-1
Default Response Set,0,07/08/2015 17:17,07/08/2015 17:17,1,PT200119,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,PT,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:10,07/08/2015 17:17,1,ZA200051,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Republic of Korea,444,{Invalid Expression},1,1,6,160,1,,,,,,,0,0,0,0,0,0,1,1,1,1,2,4,4,4,2,4,4,3,3,3,4,4,4,4,4,4,60,1,south african,3,1,1,R5000,3,4,2,2,2,2,2,,,,,,,,,,,,,FL_199,Coin flip|Quiz,FL_20,FL_11,,,,,,,,,,,14|1|7|15|12|11|3|13|4|6|5|2|8|9|10,-1
Default Response Set,0,07/08/2015 17:04,07/08/2015 17:18,1,AR200111,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,yes,ES,Argentina,833,{Expresión no válida},1,1,4,7,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,5,5,4,5,4,4,4,4,4,2,4,100,1,Argentino,2,4,3,12000,3,7,2,2,2,1,2,,,,,,,,,FL_194,Quiz|Coin flip,,,,,FL_20,,,FL_259,,,,,,,,,14|1|8|5|11|6|13|15|2|4|9|7|10|3|12,-1
Default Response Set,0,07/08/2015 17:12,07/08/2015 17:18,1,DK200102,Qual12-1114CountriesUKUS,,,,2,2,country,,,,DA,,339,,1,1,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:11,07/08/2015 17:18,1,KR200076,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,yes,KO,대한민국,400,{유효하지 않은 수식},1,2,2,139,1,베토벤,,,,6,,1,0,0,0,0,0,1,1,1,1,2,4,4,4,3,2,4,3,4,4,4,3,4,3,3,4,60,1,대한민국,2,1,1,300000,3,7,2,2,2,2,1,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_20,,,,,FL_229,,,,,,,11|10|2|9|12|3|5|7|14|13|6|8|4|15|1,-1
Default Response Set,0,07/08/2015 17:12,07/08/2015 17:18,1,DK200100,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,yes,DA,Republikken Korea,354,{Invalid Expression},1,1,6,48,1,mozart,ved ikke,ved ikke,ved ikke,4,ved ikke,0,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,90,1,dansk,3,2,5,12600,4,6,1,2,2,2,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_20,,FL_265,,,,,,,,,,13|11|14|12|2|10|7|9|15|6|1|8|3|4|5,-1
Default Response Set,0,07/08/2015 17:11,07/08/2015 17:18,1,IN200081,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,India,434,{Invalid Expression},1,2,2,78,1,beethoven,stefanie,dave grohl,,2,indiana,1,1,1,0,0,0,1,1,1,1,2,4,3,4,2,2,4,4,4,4,4,4,4,4,2,4,90,1,indian,3,1,1,500,3,7,2,2,2,1,2,FL_182,Quiz|Coin flip,,,,,,,,,,,,,FL_20,FL_10,,,,,,,,,,,12|6|14|15|10|5|2|1|11|13|3|9|8|7|4,-1
Default Response Set,0,07/08/2015 17:19,07/08/2015 17:19,1,UK200116,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:12,07/08/2015 17:19,1,DK200101,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,no,DA,Danmark,421,{Invalid Expression},1,1,4,48,1,Beethoven,Stefani Joanne Angelina Germanotta,Curt Kubain,1840,5,Gary Indiana,1,1,0,0,0,1,1,1,1,1,1,3,4,4,2,3,4,2,4,4,4,3,3,2,2,5,70,,island,3,1,1,8900,2,3,2,2,2,1,2,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_21,,FL_269,,,,,,,,,,10|2|15|6|7|8|14|13|3|5|11|4|12|1|9,-1
Default Response Set,0,07/08/2015 17:14,07/08/2015 17:19,1,ZA200056,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Portugal,286,{Invalid Expression},1,1,5,160,1,,,,,4,,0,0,0,0,0,0,1,1,1,1,1,4,4,,2,4,4,4,4,4,4,4,4,4,3,4,50,,united kindom,1,2,4,R10000,2,7,1,2,2,2,2,,,,,,,,,,,,,FL_200,Coin flip|Quiz,FL_21,FL_12,,,,,,,,,,,11|8|6|3|4|10|13|2|14|7|15|12|9|1|5,-1
Default Response Set,0,07/08/2015 17:09,07/08/2015 17:19,1,DK200098,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,no,DA,sydafrika,628,{Invalid Expression},1,1,6,48,1,Mozart,ved ikke,ved ikke,ved ikke,fire,ved ikke,0,0,0,0,0,0,1,1,1,1,1,4,4,3,3,3,3,4,4,4,4,4,3,4,3,3,80,,,3,4,3,26000,4,7,1,2,2,2,2,,,,,,,,,,,FL_196,Coin flip|Quiz,,,FL_21,,FL_270,,,,,,,,,,2|8|13|14|5|1|7|4|12|9|6|11|15|10|3,-1
Default Response Set,0,07/08/2015 17:19,07/08/2015 17:20,1,DK200119,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,DA,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:20,07/08/2015 17:20,1,AR200117,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,ES,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:20,07/08/2015 17:20,1,IN200094,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:10,07/08/2015 17:20,1,KR200075,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,yes,KO,포르투갈,579,{유효하지 않은 수식},1,1,3,139,1,베토벤,스테파니 조앤 안젤리나,데이브 그롤,1862,3개,인디애나주 개리시,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,3,4,4,4,3,4,3,4,4,2,3,90,1,대한민국,2,1,1,100만원,4,7,1,2,2,1,2,,,FL_184,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_231,,,,,,,13|15|2|6|12|4|8|10|5|9|14|7|3|1|11,-1
Default Response Set,0,07/08/2015 17:16,07/08/2015 17:21,1,KR200079,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,yes,KO,아르헨티나,308,{유효하지 않은 수식},1,2,3,139,1,베토벤,stefani joanne angelina germanotta,데이브 그롤,1862,3개,인디애나주 게리 시,1,1,1,1,1,1,1,1,1,1,1,2,4,4,2,2,4,4,2,4,3,3,2,4,4,2,45,1,대한민국,3,1,1,250,4,7,2,1,2,1,1,,,FL_185,Coin flip|Quiz,,,,,,,,,,,FL_20,,,,,FL_232,,,,,,,15|1|9|10|11|5|7|4|8|12|13|2|14|3|6,-1
Default Response Set,0,07/08/2015 17:11,07/08/2015 17:22,1,DK200099,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,yes,DA,Portugal,619,{Invalid Expression},1,2,4,48,1,Beethoven,Stefani,Aaron Burckhard,1862,3,Gary Indiana,1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,3,4,4,4,4,4,3,4,3,4,2,100,1,Dansk,3,3,3,17000,4,7,1,2,2,2,2,,,,,,,,,,,FL_197,Quiz|Coin flip,,,FL_20,,FL_267,,,,,,,,,,13|15|10|1|4|6|9|14|5|8|2|3|12|7|11,-1
Default Response Set,0,07/08/2015 17:13,07/08/2015 17:22,1,DK200106,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,Argentina,543,{Invalid Expression},1,1,5,48,1,Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,2,3,3,4,3,2,3,3,4,4,4,3,2,4,3,2,99,,Danmark,3,1,1,14200,3,7,2,2,2,1,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_21,,FL_268,,,,,,,,,,5|15|12|7|6|11|8|14|9|10|3|4|1|13|2,-1
Default Response Set,0,07/08/2015 17:17,07/08/2015 17:22,1,KR200078,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,no,KO,남아프리카,309,{유효하지 않은 수식},1,2,2,139,1,베토벤,스테퍼니 조앤 앤젤리나 저머노타,데이브 그롤,1862,모름,모름,1,1,1,1,0,0,1,1,1,1,1,3,4,4,2,2,4,3,4,2,4,4,3,4,2,3,80,,한국,3,1,1,600000,4,8,1,2,2,1,2,,,FL_184,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_234,,,,,,,9|11|5|3|1|2|10|7|15|12|14|8|4|6|13,-1
Default Response Set,0,07/08/2015 17:14,07/08/2015 17:22,1,IN200088,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Argentina,505,{Invalid Expression},1,1,2,78,1,Dont know,ganga,,,,,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,4,1,4,2,100,,indian,2,1,1,6000,2,8,2,2,1,2,2,FL_182,Quiz|Coin flip,,,,,,,,,,,,,FL_21,FL_13,,,,,,,,,,,7|14|5|12|3|6|13|1|4|9|11|8|2|15|10,-1
Default Response Set,0,07/08/2015 17:22,07/08/2015 17:22,1,UK200119,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:11,07/08/2015 17:22,1,PT200114,Qual12-1114CountriesUKUS,,,,2,1,,PT,3,yes,PT,Portugal,665,{Expressão inválida},1,2,6,137,1,CHOPIN,,,,,,0,0,0,0,0,0,1,1,1,1,2,4,4,4,3,3,3,5,4,4,4,4,4,4,3,3,75,1,PORTUGUESA,2,5,2,750,2,3,2,2,2,2,2,,,,,,,FL_191,Quiz|Coin flip,,,,,,,FL_20,,,,FL_240,,,,,,,,11|12|9|14|13|5|4|6|15|7|8|3|10|2|1,-1
Default Response Set,0,07/08/2015 17:22,07/08/2015 17:22,1,DK200126,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,DA,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:15,07/08/2015 17:23,1,PT200116,Qual12-1114CountriesUKUS,,,,2,1,,PT,5,yes,PT,Argentina,470,{Expressão inválida},1,2,5,137,1,mozart,stefani,dave,1862,12,gary,0,1,0,1,0,1,1,1,1,1,2,4,4,2,2,3,3,2,4,4,3,3,4,4,2,4,80,1,portuguesa,3,2,1,2100,3,7,1,2,2,1,1,,,,,,,FL_190,Quiz|Coin flip,,,,,,,FL_20,,,,FL_241,,,,,,,,1|9|11|4|2|10|15|3|12|14|13|8|5|7|6,-1
Default Response Set,0,07/08/2015 17:17,07/08/2015 17:23,1,DK200115,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,no,DA,Indien,336,{Invalid Expression},1,1,6,48,1,Mozart,,,,3,,0,0,0,0,1,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,50,,,3,2,4,,4,6,1,2,2,1,2,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_21,,FL_264,,,,,,,,,,1|13|3|10|4|11|12|15|2|6|8|9|7|14|5,-1
Default Response Set,0,07/08/2015 17:06,07/08/2015 17:23,1,PT200110,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,PT,,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:21,07/08/2015 17:23,1,UK200118,Qual12-1114CountriesUKUS,,,,2,2,country,,,,EN,,125,,1,2,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:19,07/08/2015 17:23,1,DK200118,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,Danmark,279,{Invalid Expression},1,2,2,48,1,,,,,5,Washington,0,0,0,0,0,0,1,1,1,1,2,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,95,,Dansk,2,2,1,,3,8,2,2,2,2,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_21,,FL_269,,,,,,,,,,4|7|13|15|10|9|5|6|3|11|12|8|2|1|14,-1
Default Response Set,0,07/08/2015 17:15,07/08/2015 17:24,1,AR200115,Qual12-1114CountriesUKUS,,,,2,1,,ES,5,yes,ES,República de Corea,539,{Expresión no válida},1,1,5,7,1,Beethoven,Stefani,,,,"Gary, Indiana",1,1,0,0,0,1,1,1,1,1,2,4,4,3,2,2,2,3,4,4,4,2,4,4,3,3,100,1,Argentino,2,2,5,15000,3,5,1,2,2,1,2,,,,,,,,,FL_193,Coin flip|Quiz,,,,,FL_20,,,FL_256,,,,,,,,,3|7|11|8|12|5|6|4|10|1|2|13|14|15|9,-1
Default Response Set,0,07/08/2015 17:21,07/08/2015 17:24,1,AR200119,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,ES,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:24,07/08/2015 17:25,1,AR200122,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,ES,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:17,07/08/2015 17:25,1,ZA200060,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,United Kingdom of Great Britain and Northern Ireland,480,{Invalid Expression},1,1,3,160,1,Bagatelle,Stefani Joanne Angelina Germanotta,Dave Grohl,8/22/1862,three," Gary, Indiana",0,1,1,1,1,1,1,1,1,1,1,4,4,2,3,4,4,3,4,3,3,4,4,4,2,3,100,1,South African,2,1,1,6000,3,8,2,2,2,1,1,,,,,,,,,,,,,FL_199,Coin flip|Quiz,FL_20,FL_9,,,,,,,,,,,3|9|15|5|11|1|12|13|14|7|10|6|4|2|8,-1
Default Response Set,0,07/08/2015 17:07,07/08/2015 17:25,1,PT200112,Qual12-1114CountriesUKUS,,,,2,1,,PT,5,no,PT,República da Coreia,1099,{Expressão inválida},1,2,5,137,1,beethoveen,Stefani Joanne Angelina Germanotta,Dave Grohl,"22 de agosto de 1862, ",3,"cidade de Gary, Estado de Indiana (EUA)",1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,2,2,4,4,4,4,4,2,4,2,4,90,,portuguesa,2,2,4,"1,400,00 €",3,3,2,2,2,2,2,,,,,,,FL_190,Quiz|Coin flip,,,,,,,FL_21,,,,FL_238,,,,,,,,3|14|13|10|9|7|8|6|1|12|2|5|4|11|15,-1
Default Response Set,0,07/08/2015 17:19,07/08/2015 17:26,1,DK200121,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,Republikken Korea,382,{Invalid Expression},1,1,2,48,1,Beethoven,Stafani,Dale Crover,1862,3,"Los Angeles, Californien",1,1,1,1,1,0,1,1,1,1,1,4,4,4,4,2,4,3,4,4,4,3,3,5,3,3,70,,Dansk,3,1,1,2000,3,8,1,2,2,1,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_21,,FL_265,,,,,,,,,,3|15|5|7|13|14|10|12|2|9|8|4|1|11|6,-1
Default Response Set,0,07/08/2015 17:23,07/08/2015 17:26,1,KR200081,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,yes,KO,대한민국,196,{유효하지 않은 수식},1,2,3,139,1,베토벤,ㅇ,ㅇ,ㅇ,5,미국,1,0,0,0,0,0,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,99,1,대한민국,2,2,2,400,2,7,2,2,2,1,2,,,FL_185,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_229,,,,,,,2|5|8|15|9|11|7|4|12|1|10|3|6|13|14,-1
Default Response Set,0,07/08/2015 17:20,07/08/2015 17:26,1,ZA200065,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,United Kingdom of Great Britain and Northern Ireland,345,{Invalid Expression},1,1,4,160,1,Ludwig von Beethoven,Stefani,Dave Grohl,1862,3,Gary Indiana,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80,,South African,2,1,1,60000,1,7,2,2,2,1,2,,,,,,,,,,,,,FL_199,Quiz|Coin flip,FL_21,FL_9,,,,,,,,,,,9|14|3|15|7|11|13|2|10|12|4|6|1|8|5,-1
Default Response Set,0,07/08/2015 17:17,07/08/2015 17:27,1,DK200114,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,sydafrika,594,{Invalid Expression},1,1,5,48,1,Beethoven,Stefani,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,5,3,3,3,4,4,3,4,4,4,4,2,3,100,,Dansk,3,1,1,Vil ikke svare!,4,7,1,2,2,2,2,,,,,,,,,,,FL_197,Quiz|Coin flip,,,FL_21,,FL_270,,,,,,,,,,11|14|5|13|7|15|4|1|2|10|9|3|6|8|12,-1
Default Response Set,0,07/08/2015 17:13,07/08/2015 17:27,1,DK200105,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,yes,DA,Argentina,860,{Invalid Expression},1,1,6,48,1,Ludwig van Beethoven,Stefani Joanne Angelina,Dave Grohl,1862,3,Indiana,1,1,1,1,1,0,1,1,1,1,1,4,4,2,3,1,3,4,3,2,4,4,4,3,4,1,89,1,,2,2,2,6000,4,6,1,2,1,2,2,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_20,,FL_268,,,,,,,,,,7|8|10|1|9|6|5|11|4|15|14|13|2|12|3,-1
Default Response Set,0,07/08/2015 17:20,07/08/2015 17:27,1,DK200123,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,yes,EN,Denmark,428,{Invalid Expression},1,2,6,48,1,,,,,10,,0,0,0,0,0,0,1,1,1,1,1,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,50,1,danish,3,2,3,30000,3,6,1,2,2,2,2,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_20,FL_14,,,,,,,,,,,11|2|12|4|6|7|9|3|13|15|1|14|5|10|8,-1
Default Response Set,0,07/08/2015 17:23,07/08/2015 17:28,1,ZA200070,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,Portugal,253,{Invalid Expression},1,1,6,160,1,,,,,six,,0,0,0,0,0,0,1,1,1,1,2,4,4,2,3,2,4,4,4,4,4,4,4,4,2,4,60,1,British,,2,5,6000,1,3,2,2,2,2,2,,,,,,,,,,,,,FL_200,Coin flip|Quiz,FL_20,FL_12,,,,,,,,,,,5|6|7|3|4|12|9|15|10|11|13|2|8|14|1,-1
Default Response Set,0,07/08/2015 17:16,07/08/2015 17:28,1,DK200113,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,Portugal,713,{Invalid Expression},1,2,5,48,1,Beethoven,Stefano angelina,Dale crover,1862,3,"Gary, Indiana ",1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,3,4,4,4,4,4,4,4,4,3,2,99,,Dansk,2,2,3,22000,3,1,2,2,2,1,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_21,,FL_267,,,,,,,,,,9|13|8|12|4|1|15|11|2|7|3|5|6|14|10,-1
Default Response Set,0,07/08/2015 17:28,07/08/2015 17:28,1,KR200084,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/08/2015 17:18,07/08/2015 17:28,1,ZA200061,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,South Africa,647,{Invalid Expression},1,1,6,160,1,Don't no,Don't no,Don't No,Don't no,Don't  no,Don't npo,0,0,0,0,0,0,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,80,1,South African,1,2,4,R21000,1,7,2,2,2,2,2,,,,,,,,,,,,,FL_200,Quiz|Coin flip,FL_20,FL_15,,,,,,,,,,,6|7|15|9|2|4|12|1|8|11|5|10|3|13|14,-1
